2016-11-04T10:35:05.695+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:05 38105361, 936.250}, Platine, Cours platine}, Variation{+ 0.000%}}
2016-11-04T10:35:13.803+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113413, 35.513}, Brebt oil, Cours brent}, Variation{+ 0.016%}}
2016-11-04T10:35:13.864+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113552, 54.733}, Pétrole, Cours pétrole}, Variation{- 0.038%}}
2016-11-04T10:35:13.868+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113389, 98.611}, Café C, Cours café}, Variation{+ 0.024%}}
2016-11-04T10:35:13.892+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113543, 472.768}, Soja, Cours soja}, Variation{- 0.032%}}
2016-11-04T10:35:13.929+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113761, 52.094}, Coton, Cours coton}, Variation{+ 0.050%}}
2016-11-04T10:35:13.946+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113569, 67.010}, Gaz naturel, Cours gaz naturel}, Variation{- 0.042%}}
2016-11-04T10:35:13.953+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113790, 387.525}, Blé, Cours blé}, Variation{- 0.044%}}
2016-11-04T10:35:13.984+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113953, 378.896}, Blé, Cours blé}, Variation{- 0.023%}}
2016-11-04T10:35:14.015+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113946, 65.669}, Gaz naturel, Cours gaz naturel}, Variation{- 0.021%}}
2016-11-04T10:35:14.143+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113804, 36.730}, Brebt oil, Cours brent}, Variation{+ 0.035%}}
2016-11-04T10:35:14.159+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113763, 1157.052}, Or, Cours or}, Variation{- 0.035%}}
2016-11-04T10:35:14.164+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113868, 99.994}, Café C, Cours café}, Variation{+ 0.015%}}
2016-11-04T10:35:14.178+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113929, 53.867}, Coton, Cours coton}, Variation{+ 0.035%}}
2016-11-04T10:35:14.187+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113984, 373.722}, Blé, Cours blé}, Variation{- 0.014%}}
2016-11-04T10:35:14.200+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113758, 923.630}, Platine, Cours platine}, Variation{- 0.047%}}
2016-11-04T10:35:14.218+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114143, 37.664}, Brebt oil, Cours brent}, Variation{+ 0.026%}}
2016-11-04T10:35:14.232+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114015, 63.310}, Gaz naturel, Cours gaz naturel}, Variation{- 0.036%}}
2016-11-04T10:35:14.258+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113864, 53.328}, Pétrole, Cours pétrole}, Variation{- 0.026%}}
2016-11-04T10:35:14.258+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114258, 348.754}, Blé, Cours blé}, Variation{- 0.026%}}
2016-11-04T10:35:14.284+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114178, 54.616}, Coton, Cours coton}, Variation{+ 0.014%}}
2016-11-04T10:35:14.304+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114259, 51.234}, Pétrole, Cours pétrole}, Variation{- 0.040%}}
2016-11-04T10:35:14.323+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:13 38113892, 486.951}, Soja, Cours soja}, Variation{+ 0.030%}}
2016-11-04T10:35:14.339+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114159, 1110.726}, Or, Cours or}, Variation{- 0.041%}}
2016-11-04T10:35:14.386+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114284, 56.153}, Coton, Cours coton}, Variation{+ 0.029%}}
2016-11-04T10:35:14.389+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114200, 903.940}, Platine, Cours platine}, Variation{- 0.022%}}
2016-11-04T10:35:14.404+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114218, 38.176}, Brebt oil, Cours brent}, Variation{+ 0.014%}}
2016-11-04T10:35:14.407+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114258, 348.754}, Blé, Cours blé}, Variation{- 0.026%}}
2016-11-04T10:35:14.412+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114389, 888.460}, Platine, Cours platine}, Variation{- 0.018%}}
2016-11-04T10:35:14.433+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114407, 334.752}, Blé, Cours blé}, Variation{- 0.041%}}
2016-11-04T10:35:14.466+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114232, 60.699}, Gaz naturel, Cours gaz naturel}, Variation{- 0.042%}}
2016-11-04T10:35:14.477+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114433, 320.762}, Blé, Cours blé}, Variation{- 0.042%}}
2016-11-04T10:35:14.498+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114412, 855.650}, Platine, Cours platine}, Variation{- 0.037%}}
2016-11-04T10:35:14.525+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114498, 817.027}, Platine, Cours platine}, Variation{- 0.046%}}
2016-11-04T10:35:14.546+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114404, 39.230}, Brebt oil, Cours brent}, Variation{+ 0.028%}}
2016-11-04T10:35:14.568+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114386, 58.699}, Coton, Cours coton}, Variation{+ 0.046%}}
2016-11-04T10:35:14.576+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114323, 479.804}, Soja, Cours soja}, Variation{- 0.015%}}
2016-11-04T10:35:14.593+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114477, 304.806}, Blé, Cours blé}, Variation{- 0.050%}}
2016-11-04T10:35:14.612+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114576, 487.098}, Soja, Cours soja}, Variation{+ 0.016%}}
2016-11-04T10:35:14.617+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114525, 788.702}, Platine, Cours platine}, Variation{- 0.035%}}
2016-11-04T10:35:14.626+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114304, 50.373}, Pétrole, Cours pétrole}, Variation{- 0.017%}}
2016-11-04T10:35:14.643+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114612, 471.599}, Soja, Cours soja}, Variation{- 0.032%}}
2016-11-04T10:35:14.645+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114164, 103.267}, Café C, Cours café}, Variation{+ 0.033%}}
2016-11-04T10:35:14.647+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114466, 57.784}, Gaz naturel, Cours gaz naturel}, Variation{- 0.049%}}
2016-11-04T10:35:14.729+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114339, 1098.263}, Or, Cours or}, Variation{- 0.012%}}
2016-11-04T10:35:14.789+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114643, 484.929}, Soja, Cours soja}, Variation{+ 0.029%}}
2016-11-04T10:35:14.829+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114729, 1067.437}, Or, Cours or}, Variation{- 0.029%}}
2016-11-04T10:35:14.879+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114546, 40.234}, Brebt oil, Cours brent}, Variation{+ 0.026%}}
2016-11-04T10:35:14.884+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114647, 56.998}, Gaz naturel, Cours gaz naturel}, Variation{- 0.014%}}
2016-11-04T10:35:14.925+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114626, 49.331}, Pétrole, Cours pétrole}, Variation{- 0.021%}}
2016-11-04T10:35:14.952+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114568, 59.424}, Coton, Cours coton}, Variation{+ 0.013%}}
2016-11-04T10:35:14.970+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114789, 466.007}, Soja, Cours soja}, Variation{- 0.040%}}
2016-11-04T10:35:14.971+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114593, 297.579}, Blé, Cours blé}, Variation{- 0.024%}}
2016-11-04T10:35:15.039+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114617, 765.031}, Platine, Cours platine}, Variation{- 0.031%}}
2016-11-04T10:35:15.060+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114970, 480.815}, Soja, Cours soja}, Variation{+ 0.032%}}
2016-11-04T10:35:15.098+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114645, 106.592}, Café C, Cours café}, Variation{+ 0.033%}}
2016-11-04T10:35:15.227+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114884, 54.688}, Gaz naturel, Cours gaz naturel}, Variation{- 0.041%}}
2016-11-04T10:35:15.256+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114829, 1019.887}, Or, Cours or}, Variation{- 0.045%}}
2016-11-04T10:35:15.265+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115227, 53.274}, Gaz naturel, Cours gaz naturel}, Variation{- 0.026%}}
2016-11-04T10:35:15.273+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114952, 62.387}, Coton, Cours coton}, Variation{+ 0.050%}}
2016-11-04T10:35:15.306+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114925, 47.553}, Pétrole, Cours pétrole}, Variation{- 0.037%}}
2016-11-04T10:35:15.317+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114879, 42.048}, Brebt oil, Cours brent}, Variation{+ 0.046%}}
2016-11-04T10:35:15.346+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115273, 63.270}, Coton, Cours coton}, Variation{+ 0.015%}}
2016-11-04T10:35:15.384+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:14 38114971, 283.735}, Blé, Cours blé}, Variation{- 0.047%}}
2016-11-04T10:35:15.385+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115346, 64.962}, Coton, Cours coton}, Variation{+ 0.027%}}
2016-11-04T10:35:15.480+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115384, 274.574}, Blé, Cours blé}, Variation{- 0.033%}}
2016-11-04T10:35:15.506+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115060, 459.982}, Soja, Cours soja}, Variation{- 0.044%}}
2016-11-04T10:35:15.507+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115098, 110.820}, Café C, Cours café}, Variation{+ 0.040%}}
2016-11-04T10:35:15.517+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115306, 46.519}, Pétrole, Cours pétrole}, Variation{- 0.022%}}
2016-11-04T10:35:15.520+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115039, 743.773}, Platine, Cours platine}, Variation{- 0.028%}}
2016-11-04T10:35:15.532+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115507, 115.459}, Café C, Cours café}, Variation{+ 0.042%}}
2016-11-04T10:35:15.563+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115517, 44.329}, Pétrole, Cours pétrole}, Variation{- 0.048%}}
2016-11-04T10:35:15.580+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115265, 51.679}, Gaz naturel, Cours gaz naturel}, Variation{- 0.030%}}
2016-11-04T10:35:15.648+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115563, 42.509}, Pétrole, Cours pétrole}, Variation{- 0.042%}}
2016-11-04T10:35:15.661+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115520, 729.223}, Platine, Cours platine}, Variation{- 0.020%}}
2016-11-04T10:35:15.661+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115480, 261.500}, Blé, Cours blé}, Variation{- 0.048%}}
2016-11-04T10:35:15.678+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115506, 474.216}, Soja, Cours soja}, Variation{+ 0.031%}}
2016-11-04T10:35:15.681+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115317, 43.335}, Brebt oil, Cours brent}, Variation{+ 0.031%}}
2016-11-04T10:35:15.703+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115385, 66.521}, Coton, Cours coton}, Variation{+ 0.024%}}
2016-11-04T10:35:15.704+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115256, 981.483}, Or, Cours or}, Variation{- 0.038%}}
2016-11-04T10:35:15.842+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115532, 119.536}, Café C, Cours café}, Variation{+ 0.036%}}
2016-11-04T10:35:15.892+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115843, 123.530}, Café C, Cours café}, Variation{+ 0.034%}}
2016-11-04T10:35:15.902+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115661, 703.627}, Platine, Cours platine}, Variation{- 0.036%}}
2016-11-04T10:35:15.906+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115681, 43.900}, Brebt oil, Cours brent}, Variation{+ 0.014%}}
2016-11-04T10:35:15.938+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115703, 69.846}, Coton, Cours coton}, Variation{+ 0.050%}}
2016-11-04T10:35:15.973+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115678, 468.289}, Soja, Cours soja}, Variation{- 0.013%}}
2016-11-04T10:35:16.002+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115580, 50.863}, Gaz naturel, Cours gaz naturel}, Variation{- 0.016%}}
2016-11-04T10:35:16.034+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115648, 40.786}, Pétrole, Cours pétrole}, Variation{- 0.041%}}
2016-11-04T10:35:16.078+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115704, 940.245}, Or, Cours or}, Variation{- 0.043%}}
2016-11-04T10:35:16.079+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115892, 125.500}, Café C, Cours café}, Variation{+ 0.016%}}
2016-11-04T10:35:16.109+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115973, 477.664}, Soja, Cours soja}, Variation{+ 0.021%}}
2016-11-04T10:35:16.143+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115661, 253.197}, Blé, Cours blé}, Variation{- 0.032%}}
2016-11-04T10:35:16.144+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115902, 687.273}, Platine, Cours platine}, Variation{- 0.024%}}
2016-11-04T10:35:16.162+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115938, 71.239}, Coton, Cours coton}, Variation{+ 0.020%}}
2016-11-04T10:35:16.235+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:15 38115906, 44.872}, Brebt oil, Cours brent}, Variation{+ 0.023%}}
2016-11-04T10:35:16.295+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116078, 895.448}, Or, Cours or}, Variation{- 0.048%}}
2016-11-04T10:35:16.364+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116235, 45.451}, Brebt oil, Cours brent}, Variation{+ 0.013%}}
2016-11-04T10:35:16.391+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116109, 464.537}, Soja, Cours soja}, Variation{- 0.028%}}
2016-11-04T10:35:16.392+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116144, 679.454}, Platine, Cours platine}, Variation{- 0.012%}}
2016-11-04T10:35:16.441+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116002, 48.535}, Gaz naturel, Cours gaz naturel}, Variation{- 0.046%}}
2016-11-04T10:35:16.452+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116162, 74.436}, Coton, Cours coton}, Variation{+ 0.045%}}
2016-11-04T10:35:16.487+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116034, 40.170}, Pétrole, Cours pétrole}, Variation{- 0.016%}}
2016-11-04T10:35:16.560+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116079, 130.176}, Café C, Cours café}, Variation{+ 0.038%}}
2016-11-04T10:35:16.581+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116143, 243.677}, Blé, Cours blé}, Variation{- 0.038%}}
2016-11-04T10:35:16.590+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116295, 869.651}, Or, Cours or}, Variation{- 0.029%}}
2016-11-04T10:35:16.597+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116560, 136.273}, Café C, Cours café}, Variation{+ 0.047%}}
2016-11-04T10:35:16.649+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116391, 469.308}, Soja, Cours soja}, Variation{+ 0.011%}}
2016-11-04T10:35:16.719+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116487, 38.742}, Pétrole, Cours pétrole}, Variation{- 0.036%}}
2016-11-04T10:35:16.740+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116452, 77.358}, Coton, Cours coton}, Variation{+ 0.040%}}
2016-11-04T10:35:16.768+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116364, 46.241}, Brebt oil, Cours brent}, Variation{+ 0.018%}}
2016-11-04T10:35:16.864+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116392, 646.560}, Platine, Cours platine}, Variation{- 0.049%}}
2016-11-04T10:35:16.885+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116719, 38.223}, Pétrole, Cours pétrole}, Variation{- 0.014%}}
2016-11-04T10:35:16.888+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116649, 453.607}, Soja, Cours soja}, Variation{- 0.034%}}
2016-11-04T10:35:16.925+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116441, 46.679}, Gaz naturel, Cours gaz naturel}, Variation{- 0.039%}}
2016-11-04T10:35:16.946+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116885, 36.564}, Pétrole, Cours pétrole}, Variation{- 0.044%}}
2016-11-04T10:35:16.967+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116590, 831.494}, Or, Cours or}, Variation{- 0.044%}}
2016-11-04T10:35:16.978+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116597, 141.910}, Café C, Cours café}, Variation{+ 0.042%}}
2016-11-04T10:35:17.005+01:00 INFO    SimulatorItemWrapper{entity=MatierePremiere{Prix{2016-11-04 10:35:16 38116888, 470.878}, Soja, Cours soja}, Variation{+ 0.039%}}
